id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance2_1,performance2_2,performance2_3,performance2_4
889,Male,49,Tokyo,4,33,3,3,3,3,3,3,5,4,4,3,4,4,4,4,4
890,Male,87,Osaka,3,6,2,4,4,4,4,4,1,3,3,3,4,4,3,3,4
891,refuse,54,Chiba,4,1,2,3,3,4,3,2,3,3,3,3,3,4,3,3,3
892,Female,20,Tokyo,4,33,3,2,99,3,2,99,1,4,3,3,3,4,3,3,3
893,Female,61,Aichi,2,2,2,2,4,4,4,4,11,4,4,3,4,4,4,4,4
894,Male,45,Kanagawa,2,5,1,4,4,2,99,4,1,4,2,1,4,4,2,2,4
895,Female,40,Aichi,4,33,2,4,4,4,4,4,1,3,2,3,3,3,3,3,99
896,Female,27,Iwate,3,6,1,4,2,2,4,2,1,99,2,2,4,4,4,3,4
897,Female,51,Osaka,4,33,1,99,2,3,3,2,1,4,4,2,4,4,4,2,4
898,Male,64,Kyoto,4,1,1,3,3,3,4,3,1,3,4,4,99,99,99,99,99
899,Female,50,Aichi,4,1,2,2,2,2,3,3,3,4,2,4,4,4,4,3,4
900,Male,34,Ehime,4,1,2,4,4,2,4,2,1,3,3,2,2,3,3,2,2
901,Male,43,Kanagawa,2,33,1,4,4,4,4,4,1,2,2,1,99,3,1,1,99
902,Female,40,Shimane,4,33,2,3,3,3,3,3,1,4,4,2,4,4,3,1,3
903,Male,49,Kumamoto,2,1,2,4,4,3,4,3,1,2,3,2,2,4,3,2,2
904,Female,23,Iwate,2,33,4,4,4,4,4,4,4,4,1,1,2,4,1,1,2
905,Female,34,Tokyo,4,33,4,4,99,4,4,4,11,99,99,1,2,99,99,99,99
906,Male,44,Yamanashi,4,33,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
907,Male,61,Tokyo,4,33,2,4,4,4,4,4,4,2,3,2,3,3,3,3,4
908,Male,38,Tokyo,4,33,1,2,4,2,4,2,1,2,2,4,3,99,99,99,99
909,Male,57,Nara,4,1,1,4,4,3,4,3,1,3,2,2,3,3,2,2,3
910,Male,46,NA,4,6,3,3,3,4,3,2,4,4,3,3,4,4,3,3,4
911,Female,66,Chiba,2,2,2,2,3,2,2,3,1,4,4,4,4,4,4,4,4
912,Female,54,Ibaraki,2,33,4,4,4,4,4,4,1,3,4,2,3,2,2,2,3
913,Female,35,Gifu,3,3,4,3,2,4,3,2,3,4,4,4,4,4,4,4,4
914,Male,63,Ibaraki,4,2,1,2,3,2,3,2,4,4,3,2,4,4,3,2,4
915,Male,50,Chiba,4,2,2,2,4,2,2,3,3,4,3,3,3,3,3,3,3
916,Male,35,Aichi,3,33,2,3,3,3,3,3,1,3,2,2,3,3,2,2,3
917,Female,45,Tokyo,4,1,2,2,2,99,99,2,1,3,2,3,2,3,99,2,99
918,Female,51,Kanagawa,3,33,99,99,99,99,99,99,99,99,4,99,99,4,4,4,4
919,Male,56,Hiroshima,3,1,2,4,4,3,4,4,4,3,4,3,3,3,3,4,3
920,Male,20,Osaka,3,33,1,1,2,1,1,3,2,1,2,1,2,1,1,2,2
921,Female,50,Kanagawa,3,33,2,4,99,2,3,3,3,4,3,2,3,4,3,2,3
922,Male,42,Aomori,4,1,1,4,4,3,4,3,1,3,2,2,3,3,3,2,3
923,Female,42,Tokyo,4,1,2,3,2,3,2,2,1,4,2,2,2,2,2,4,4
924,Male,50,Hyogo,3,6,4,4,4,4,4,99,1,3,4,3,4,4,4,3,4
925,Male,40,Osaka,4,6,1,3,4,3,4,2,1,4,2,2,4,4,2,2,4
926,Male,23,Kanagawa,4,1,2,4,2,3,3,2,1,3,2,1,2,3,2,1,2
927,Female,53,Aichi,2,33,2,4,4,2,4,4,3,3,3,2,3,3,3,2,3
928,Female,24,Tokyo,4,33,99,99,99,99,99,4,99,99,99,4,99,99,3,99,99
929,Male,24,Osaka,2,3,1,4,2,2,4,2,1,2,4,3,3,2,4,3,4
930,Female,50,Kagawa,3,33,2,3,3,3,3,3,1,99,99,99,99,4,3,3,4
931,Male,46,Saitama,2,4,1,3,3,1,4,2,1,3,4,2,3,3,3,2,3
932,Female,30,Tokyo,2,33,2,2,3,3,3,3,3,3,4,2,4,3,4,2,4
933,Female,32,Ibaraki,2,2,3,2,4,4,4,2,1,4,3,2,3,4,4,1,2
934,Male,62,Gifu,4,99,2,99,99,99,99,2,1,3,2,2,99,2,2,2,99
935,Male,46,Fukushima,2,6,2,3,3,3,4,2,3,4,2,3,4,3,3,3,3
936,Male,55,Tochigi,2,33,99,3,99,3,4,99,4,3,3,3,4,3,3,3,4
937,Male,47,Aichi,4,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2
938,Female,59,Gunma,2,4,2,99,99,2,99,99,1,3,2,2,99,3,2,2,2
939,Male,51,Shizuoka,2,33,2,4,4,4,4,4,4,2,4,4,4,2,4,4,4
940,Male,48,Kagoshima,2,33,3,4,3,4,4,3,3,4,4,2,4,4,4,2,4
941,Male,55,Kanagawa,4,4,2,3,4,3,4,3,1,3,3,3,3,3,3,3,3
942,Male,46,Tokyo,4,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
943,Male,66,Aomori,4,2,2,2,3,2,3,4,4,3,4,4,4,4,4,4,4
944,Female,43,Kyoto,4,1,1,3,3,3,3,2,1,2,2,2,3,2,2,2,3
945,Male,51,Tokyo,4,6,2,3,4,4,4,3,1,3,3,2,3,3,2,2,3
946,Female,36,Hyogo,4,33,4,4,4,4,4,4,1,4,2,1,2,4,3,1,2
947,Female,51,Saitama,2,33,99,99,99,99,99,99,1,4,4,4,4,4,4,4,4
948,Male,56,Kanagawa,4,33,2,2,4,4,4,2,1,3,3,2,3,3,3,2,3
949,Male,44,Kanagawa,4,2,4,2,2,4,2,2,3,2,4,4,4,4,4,4,4
950,Male,55,Osaka,2,1,2,3,3,3,3,4,1,4,3,3,4,4,3,2,4
951,Female,53,Niigata,3,1,2,2,2,2,3,3,1,99,2,2,99,99,2,2,99
952,Male,39,Tokyo,4,33,3,4,4,4,4,4,1,4,4,99,99,4,4,99,99
953,Male,54,Okayama,4,1,1,3,4,3,4,4,1,2,2,2,3,3,2,2,3
954,Male,69,Osaka,2,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
955,Male,41,Aichi,2,33,2,3,3,4,3,2,1,4,4,3,4,4,4,2,4
956,Female,35,Chiba,3,1,3,4,4,4,4,4,3,4,3,3,3,4,3,3,3
957,Male,49,Yamagata,4,1,2,4,4,4,4,4,1,2,3,3,2,3,3,3,4
958,Male,41,Kanagawa,4,1,2,4,4,3,4,3,3,4,3,2,3,3,3,2,2
959,Male,65,Gunma,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
960,Male,38,Saitama,3,33,4,4,4,4,4,4,1,99,99,99,99,4,4,4,4
961,Female,48,Hyogo,3,33,1,99,2,3,3,3,4,4,2,3,4,3,2,3,3
962,Male,61,Tokyo,3,4,2,3,2,2,4,2,1,2,3,2,3,2,2,2,2
963,Male,49,Kanagawa,4,1,1,2,2,2,3,2,1,2,2,3,3,2,2,3,3
964,Male,53,Tokyo,4,1,1,4,99,3,4,2,99,99,99,99,99,4,3,2,4
965,refuse,53,Osaka,4,33,4,99,99,4,99,99,4,4,4,3,99,4,4,4,99
966,Male,47,Tochigi,4,33,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4
967,Female,31,Okayama,1,4,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3
968,Female,53,Tokyo,4,11,2,4,4,4,4,4,1,99,2,99,4,99,2,2,4
969,Male,56,Aichi,4,33,1,2,3,3,3,2,4,3,3,3,3,3,2,2,3
970,Male,47,Fukuoka,1,1,1,2,3,2,4,3,4,4,3,2,4,3,2,2,4
971,Female,25,Fukuoka,2,33,3,2,3,99,3,2,2,1,3,2,3,2,3,3,3
972,Female,45,Shimane,2,33,3,2,2,2,3,2,4,3,3,3,3,3,3,3,3
973,Male,60,Aichi,4,6,1,3,99,2,99,2,1,4,2,2,4,3,3,2,4
974,Male,60,Ibaraki,2,1,1,4,4,3,4,3,11,2,2,1,4,2,2,1,3
975,Female,50,Hiroshima,3,4,4,99,99,2,3,99,4,4,4,99,4,4,99,99,4
976,Male,52,Kanagawa,4,11,3,2,3,4,1,4,4,4,4,4,4,4,4,3,4
977,Male,43,Saitama,2,11,4,4,4,2,4,4,3,4,4,4,3,4,4,4,3
978,Male,68,Osaka,4,5,4,2,4,4,2,4,4,4,4,3,4,4,3,2,4
979,Female,44,Chiba,3,33,4,2,2,4,1,2,4,4,4,4,4,4,4,4,4
980,Female,34,Hokkaido,2,99,99,99,99,99,99,99,1,4,3,2,99,4,99,99,99
981,Male,62,Fukushima,2,33,2,4,4,3,4,3,4,3,3,3,3,3,3,2,3
982,Female,46,Tokyo,4,33,3,4,4,3,4,4,1,4,3,2,4,3,4,4,4
983,Male,58,Fukuoka,4,33,1,4,4,2,3,2,1,3,2,2,3,3,2,1,3
984,Male,66,Chiba,3,6,2,3,4,3,4,2,1,3,2,2,3,3,99,99,99
985,Female,26,Hyogo,2,5,99,3,99,99,3,99,3,4,4,4,99,3,4,99,3
986,Male,28,Kanagawa,3,1,2,4,3,3,4,2,1,2,2,1,3,2,2,1,3
987,Male,44,Kagawa,4,1,2,3,3,3,4,3,3,3,3,3,2,2,3,2,2
988,Male,46,Hyogo,4,33,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
989,Male,46,Saitama,4,2,4,2,2,4,4,2,4,4,4,2,4,4,3,2,4
990,Female,50,Tokyo,4,33,1,4,2,3,3,2,1,2,2,2,2,2,2,2,2
991,Male,43,Hyogo,4,5,4,2,2,4,2,3,1,4,3,2,3,4,3,2,4
992,Female,55,Aichi,4,5,2,3,3,3,2,4,3,4,4,3,4,4,4,3,4
993,refuse,52,Hyogo,4,33,2,3,4,4,4,4,2,4,4,4,4,2,4,4,3
994,Female,23,Fukuoka,3,1,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4
995,Male,65,Mie,2,1,2,4,4,3,4,3,1,3,2,2,2,99,2,2,2
996,Male,42,Tokyo,4,4,3,2,3,2,2,3,1,3,2,3,99,3,2,3,4
997,Male,30,Tokyo,4,33,2,2,3,2,2,3,4,4,3,3,4,3,3,3,3
998,Male,50,Chiba,4,33,3,99,4,4,4,4,3,4,4,3,4,4,4,3,4
999,Male,68,Osaka,4,5,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4
1000,Male,50,Chiba,4,33,3,3,3,3,3,3,4,3,3,2,2,2,2,3,3
1001,Male,46,Hokkaido,3,33,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4
1002,Male,50,Tokyo,3,1,2,3,4,3,4,4,3,2,3,3,4,4,3,2,4
1003,Female,38,Aichi,2,33,3,3,3,3,4,3,3,2,99,99,3,4,2,2,3
1004,Female,50,Aichi,2,33,3,99,3,3,3,99,1,4,3,3,4,4,3,3,4
1005,Male,60,Yamaguchi,2,1,2,4,4,3,4,4,1,3,2,2,4,3,2,2,4
1006,Female,51,Hokkaido,3,33,2,3,3,4,4,2,3,4,4,2,99,3,3,2,99
1007,Female,35,Aichi,4,1,2,3,3,3,4,2,1,4,4,3,3,4,4,3,3
1008,refuse,52,Kanagawa,4,33,4,4,4,4,4,4,5,3,2,4,4,3,4,4,4
1009,Male,44,Tokyo,4,1,1,4,4,4,4,2,1,2,2,2,99,2,2,2,3
1010,Male,38,Nagasaki,4,2,3,2,2,2,4,1,4,4,4,4,4,4,4,4,4
1011,Female,25,Tokyo,4,99,99,99,99,99,99,99,3,99,3,2,99,3,2,2,99
1012,Male,66,Kanagawa,4,1,1,4,3,2,4,2,1,3,2,1,2,3,2,1,2
1013,Male,56,Aichi,4,2,1,2,4,4,4,2,1,2,2,2,4,3,2,2,4
1014,Male,40,Osaka,4,33,2,4,4,4,4,4,1,4,3,2,3,4,3,2,3
1015,Male,39,Saitama,4,99,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
1016,Female,44,Aichi,3,33,1,3,3,3,4,2,4,3,2,1,2,2,2,1,99
1017,Female,43,Fukuoka,2,33,99,99,99,4,99,99,99,99,2,2,4,3,1,1,4
1018,Male,51,Fukuoka,2,4,1,4,4,2,4,4,1,3,2,2,3,3,2,2,3
1019,Male,44,Kyoto,4,6,2,3,3,3,4,1,3,2,2,2,2,2,2,2,2
1020,Male,43,Tokyo,4,99,2,2,2,4,4,2,1,4,4,4,4,4,4,3,4
1021,Male,44,Hyogo,4,6,3,4,4,4,4,2,1,4,4,3,4,4,4,3,4
1022,Male,59,Mie,4,33,2,2,3,4,3,3,3,3,3,2,99,3,3,2,4
1023,Male,38,Hokkaido,4,1,2,4,3,3,4,3,3,2,2,2,2,2,2,2,2
1024,Male,45,Kyoto,3,6,2,2,3,3,4,4,4,3,4,3,2,3,4,3,3
1025,Female,59,Aomori,3,33,2,4,4,99,4,3,11,3,2,2,99,3,2,2,3
1026,Female,32,Osaka,4,3,2,4,2,3,4,2,1,3,2,2,3,4,2,2,3
1027,Male,46,Okinawa,3,33,2,99,99,2,4,2,1,2,2,2,3,3,2,2,3
1028,Male,43,Aichi,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1029,Female,32,Shizuoka,3,99,2,2,2,2,3,99,3,3,3,4,4,3,3,2,4
1030,Male,56,Kagoshima,2,33,2,4,4,4,4,2,3,4,4,2,3,4,2,2,99
1031,Male,52,Gunma,4,33,2,2,4,4,2,3,4,4,4,4,4,4,4,4,4
1032,Male,53,Osaka,4,33,4,3,4,4,3,4,5,4,4,4,4,4,4,4,4
1033,Female,49,Nagano,3,11,2,3,4,3,2,4,3,3,4,4,3,4,4,4,4
1034,Male,52,Saitama,4,11,2,2,3,3,3,3,1,3,2,2,2,3,2,2,2
1035,Male,32,Hokkaido,4,99,1,1,1,2,1,1,99,1,1,1,1,1,1,1,1
1036,Female,35,Tokyo,4,33,3,3,99,4,4,4,5,4,4,4,4,4,4,4,4
1037,refuse,53,Kochi,4,33,2,3,3,4,4,2,1,3,3,2,99,3,3,2,2
1038,Male,57,Aichi,4,33,1,3,4,4,4,4,1,2,4,3,2,99,3,2,2
1039,Male,71,Kanagawa,4,33,1,3,4,3,4,3,5,4,4,4,4,3,3,3,3
1040,Male,32,Hokkaido,4,5,4,3,3,3,2,3,1,99,4,4,4,3,3,3,3
1041,Female,62,Hiroshima,4,1,2,4,4,4,4,4,1,4,3,4,4,4,3,4,4
1042,Female,31,Shiga,3,33,99,99,99,99,99,99,1,3,3,3,99,3,3,3,99
1043,Female,49,Aichi,4,2,2,2,2,4,3,2,1,4,4,3,3,4,3,3,99
1044,Male,50,Aichi,4,1,1,4,4,4,4,4,1,3,2,2,1,3,2,2,2
1045,Male,69,Fukuoka,4,1,1,4,3,2,4,2,1,2,2,2,2,3,2,2,1
1046,Male,64,Niigata,2,33,2,3,4,3,4,3,1,4,4,2,4,4,4,4,4
1047,Male,61,Osaka,4,6,3,3,3,3,3,2,1,3,3,3,4,4,3,3,4
1048,Male,50,Shizuoka,2,33,4,4,4,4,4,4,3,4,4,2,4,4,4,2,4
1049,Female,40,Hiroshima,1,33,2,4,4,3,4,2,1,2,2,2,2,2,2,2,2
1050,Male,54,Aichi,2,1,2,3,3,2,3,3,1,2,3,2,4,4,4,2,4
1051,Male,33,Osaka,4,1,1,4,4,2,4,4,1,2,1,1,1,2,1,1,1
1052,Male,38,Ibaraki,4,5,4,3,3,4,2,3,4,4,3,4,2,4,3,3,2
1053,Female,40,Gifu,3,33,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99
1054,Female,56,Tokyo,3,1,2,4,4,3,4,2,3,3,2,1,2,3,2,2,3
1055,Male,44,Aomori,2,33,4,2,2,4,3,1,1,4,4,4,4,4,4,4,4
1056,Male,54,Osaka,4,33,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4
1057,Male,49,Chiba,4,33,2,2,3,2,3,3,3,3,3,2,2,3,2,2,3
1058,Female,64,Nagasaki,3,1,2,3,4,3,4,2,1,2,2,2,2,2,2,2,2
1059,Female,46,Tokyo,2,5,3,99,99,99,99,99,1,3,3,99,99,3,3,99,99
1060,Male,56,Fukuoka,4,1,1,4,3,2,4,2,1,3,2,1,2,4,2,1,3
1061,Female,43,Osaka,2,33,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1062,Male,29,Shiga,4,5,3,4,4,4,1,3,4,4,3,4,3,2,3,3,1
1063,Male,51,Toyama,4,33,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
1064,Male,53,Kyoto,4,1,1,4,4,4,4,2,1,2,2,2,2,2,2,2,2
1065,Female,53,Gifu,4,33,2,3,3,99,99,3,3,3,3,3,3,3,3,3,3
1066,Female,42,Toyama,3,33,2,2,3,3,3,2,1,4,2,2,4,2,1,1,4
1067,Female,50,Hiroshima,3,33,2,3,4,3,4,4,1,4,4,2,3,4,3,2,3
1068,Female,42,Toyama,4,33,2,2,2,4,4,2,3,4,4,3,4,4,3,4,4
1069,Male,62,Hyogo,4,6,2,4,4,1,2,2,2,2,3,4,3,3,3,4,4
1070,Male,51,Aichi,4,33,1,2,2,2,3,3,1,3,2,2,2,3,3,1,2
1071,Male,49,Toyama,4,1,1,4,3,1,4,2,1,1,1,1,1,1,1,1,1
1072,Female,28,Kyoto,2,33,2,3,3,2,3,4,1,3,2,2,2,3,1,1,3
1073,Female,48,Shizuoka,2,99,2,2,3,2,2,2,1,3,3,3,3,4,3,3,4
1074,Male,45,Saitama,4,33,2,2,4,4,4,4,1,3,4,1,99,4,2,2,99
1075,Male,39,Kumamoto,2,33,2,4,3,4,4,2,3,4,4,2,3,4,3,2,3
1076,Female,44,Fukuoka,3,1,2,3,3,3,3,3,3,3,3,2,3,4,3,2,4
1077,Male,59,Hiroshima,2,1,2,3,3,3,3,3,4,4,4,3,4,4,4,3,4
1078,Male,40,Kyoto,4,5,2,2,3,3,3,2,3,3,4,4,3,3,3,4,4
1079,Male,46,Kanagawa,2,3,4,2,1,4,2,4,4,4,3,3,3,3,4,4,4
1080,Male,63,Miyagi,4,33,3,3,4,3,3,4,4,4,4,4,3,4,4,4,3
1081,Male,50,Tokyo,4,33,3,4,4,4,4,3,11,4,3,3,3,4,4,3,4
1082,Male,36,Shizuoka,4,33,2,4,3,2,4,4,4,4,3,2,3,4,3,2,4
1083,Male,44,Tokyo,4,33,2,3,3,3,4,3,1,3,3,2,3,3,3,2,3
1084,refuse,32,Hokkaido,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1085,Male,62,Aichi,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
1086,Female,43,Aichi,3,1,1,4,4,3,4,2,2,2,2,2,2,2,3,2,2
1087,Male,49,Tokyo,4,33,2,4,3,4,4,3,1,2,2,1,1,2,2,2,1
1088,Male,44,Osaka,2,33,2,3,3,3,3,3,99,99,99,99,99,99,99,99,99
1089,Female,40,Aomori,1,33,99,99,99,99,99,99,4,3,4,4,99,99,99,99,99
1090,Female,55,Chiba,3,99,3,99,99,99,99,99,4,99,99,99,99,99,99,99,99
1091,Male,53,Tokyo,4,1,1,4,4,4,4,4,3,4,3,3,4,4,3,3,4
1092,Male,46,Osaka,2,33,2,3,4,4,4,2,4,4,2,2,2,4,3,2,2
1093,Male,54,Akita,3,99,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4
1094,Male,39,Oita,3,1,1,2,3,1,4,3,1,3,2,2,3,2,2,2,2
1095,Male,60,Saitama,2,33,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4
1096,Male,51,Kyoto,4,5,4,2,3,3,2,4,4,4,4,2,4,4,4,2,4
1097,Male,26,Chiba,2,33,99,99,99,99,99,99,1,99,99,99,99,2,2,2,99
1098,Male,53,Aichi,4,33,1,4,4,4,4,3,1,4,4,3,2,4,4,3,3
1099,Male,50,Nara,4,1,2,4,3,3,4,3,1,3,2,2,3,3,2,2,3
1100,Female,51,Kyoto,4,1,1,4,4,2,4,4,1,2,4,3,2,2,4,4,2
1101,Male,30,Hokkaido,4,1,2,4,4,2,4,4,1,3,3,2,2,4,2,2,4
1102,Male,45,Yamagata,4,1,2,4,4,4,4,99,1,3,1,1,2,3,1,1,2
1103,Male,38,Kanagawa,4,33,2,4,4,4,4,4,1,3,2,2,4,4,3,2,4
1104,Female,51,Osaka,2,33,99,99,99,99,99,99,1,4,4,2,99,4,4,2,99
1105,Male,32,Tokyo,2,33,2,3,4,2,4,2,1,3,2,2,3,3,2,2,3
1106,Male,59,Kyoto,2,3,2,4,4,4,4,4,2,4,3,2,4,4,3,2,4
1107,Female,49,Gifu,1,1,2,4,3,3,4,2,1,3,2,1,3,3,3,1,3
1108,Female,23,Kyoto,4,33,4,3,3,4,2,3,3,3,3,4,3,2,2,4,1
1109,Male,56,Chiba,4,1,1,4,4,4,4,4,1,2,2,2,4,3,2,2,3
1110,Male,44,Akita,4,33,2,4,2,3,4,4,1,4,3,3,3,4,3,3,3
1111,Female,42,Niigata,3,33,4,3,3,3,2,4,4,4,4,4,2,4,3,2,2
1112,Female,25,Kanagawa,4,3,1,3,3,2,2,3,5,4,4,2,2,2,2,2,2
1113,Male,46,Saitama,4,33,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4
1114,Female,55,Osaka,3,33,2,2,3,3,3,2,3,3,2,1,3,4,2,1,3
1115,Female,37,Kanagawa,2,33,2,4,3,4,3,3,1,3,2,2,3,3,2,2,3
1116,Male,63,Tokyo,4,2,4,2,4,4,4,4,4,4,4,2,4,4,3,2,4
1117,Female,51,Ibaraki,3,33,3,4,4,3,4,4,1,4,4,4,4,3,3,3,4
1118,Female,31,Hokkaido,4,33,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4
1119,Male,59,Gifu,2,33,2,3,3,3,3,2,1,4,3,2,3,3,3,2,3
1120,Male,49,Shiga,4,1,1,4,4,4,4,4,1,2,2,1,1,2,2,1,1
1121,Male,42,Hyogo,4,2,3,3,3,4,4,3,1,3,4,4,3,4,4,3,3
1122,Female,31,Fukushima,3,1,3,4,3,3,3,4,1,3,4,4,2,3,3,2,2
1123,Female,80,Aichi,4,1,1,3,99,99,4,3,4,4,3,3,4,4,3,3,4
1124,Male,65,Kanagawa,4,1,1,4,4,3,4,3,4,3,3,2,4,3,3,4,4
1125,Female,61,Kyoto,2,1,1,4,4,4,4,4,1,2,1,1,99,2,1,1,99
1126,Female,46,Osaka,3,33,2,3,99,2,3,2,3,3,3,2,3,3,2,2,99
1127,Male,46,Aichi,4,1,2,3,4,4,4,4,1,3,2,2,4,4,2,2,4
1128,Male,26,Osaka,2,99,1,2,2,3,4,2,1,4,4,2,4,4,4,2,4
1129,Female,35,Hokkaido,3,33,2,3,3,4,4,3,3,4,4,4,99,4,4,4,99
1130,Male,48,Aichi,3,33,2,4,3,3,4,4,4,3,99,2,99,3,99,99,99
1131,Male,35,Osaka,4,5,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4
1132,Female,41,Fukuoka,4,33,99,99,99,99,99,2,4,4,4,99,4,4,4,4,4
1133,Male,60,Aichi,2,33,2,4,4,3,4,4,4,4,4,4,4,4,4,3,4
1134,Male,39,Tokyo,4,1,1,2,3,2,4,3,1,2,4,2,4,2,3,1,4
1135,Male,24,Hokkaido,4,3,4,4,2,4,2,4,4,4,2,2,4,4,2,2,4
1136,Female,62,Osaka,4,7,4,2,3,2,99,4,1,4,4,4,4,4,4,4,4
1137,Female,38,Ibaraki,4,33,2,2,3,3,3,3,3,3,3,1,99,99,2,2,99
1138,Male,59,Kanagawa,4,1,1,3,4,2,4,3,1,2,2,2,2,3,2,2,2
1139,Male,61,Saitama,3,33,2,4,4,2,4,2,3,3,3,3,3,3,3,3,3
1140,Male,59,Fukuoka,4,2,2,2,4,3,4,3,1,4,3,3,2,4,3,3,4
1141,Male,39,Kanagawa,4,1,1,3,3,2,3,2,1,2,2,2,3,2,2,2,3
1142,Female,60,Miyagi,2,2,4,2,2,4,2,2,4,4,4,4,3,4,4,4,3
1143,Male,62,Fukushima,2,33,2,2,4,4,4,2,4,2,4,4,4,3,4,4,4
1144,Male,30,Akita,4,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4
1145,Male,62,Gifu,4,99,1,2,2,2,2,2,1,3,2,99,99,2,2,2,99
1146,Male,53,Saitama,4,33,2,4,4,4,4,2,1,4,4,4,3,4,4,2,3
1147,Female,39,Oita,3,1,2,4,4,3,4,4,4,4,2,2,2,99,3,2,99
1148,Male,38,Yamagata,3,33,4,4,4,4,4,4,1,4,3,3,4,4,4,4,4
1149,Female,30,Hyogo,2,33,4,4,4,4,4,4,1,3,3,3,3,3,3,3,3
1150,Male,44,Tokyo,4,1,2,4,4,4,4,4,1,1,1,1,2,2,1,1,2
1151,Female,48,Ibaraki,2,33,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
1152,Female,25,Aichi,4,99,2,99,99,4,4,3,3,99,3,2,3,4,2,2,4
1153,Male,53,Osaka,2,1,1,3,2,2,3,2,1,3,1,1,3,3,2,1,2
1154,Male,64,Aomori,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2
1155,Female,41,Miyagi,4,33,2,3,4,4,3,4,1,4,3,3,3,4,99,99,99
1156,Male,40,Fukushima,3,2,2,3,4,4,3,2,4,3,3,3,4,3,3,3,3
1157,Male,37,Nagano,2,4,1,99,99,2,4,99,1,2,2,1,2,4,2,2,2
1158,Female,35,Fukuoka,4,33,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4
1159,Female,56,Aichi,3,11,2,2,99,3,3,2,1,3,3,3,3,3,99,2,3
1160,Female,48,Tokyo,4,33,2,2,2,2,2,2,1,3,4,4,3,4,4,3,3
1161,refuse,39,Saitama,4,33,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4
1162,Female,52,Chiba,2,33,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4
1163,Male,66,Ehime,4,1,1,4,4,2,4,4,4,2,3,3,2,3,3,2,2
1164,Male,48,Chiba,4,33,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
1165,Male,40,Aichi,2,33,4,2,3,4,4,4,3,2,4,4,3,4,4,4,4
1166,Male,47,Tottori,2,6,3,3,4,4,4,2,4,4,3,2,4,4,3,2,4
1167,Female,72,Osaka,2,6,2,3,4,3,3,3,2,3,3,2,3,3,3,2,3
1168,Male,51,Gunma,2,1,2,99,99,4,4,2,1,99,2,2,4,3,2,2,4
1169,Male,48,Kyoto,2,99,4,2,3,2,3,3,1,4,4,4,4,4,4,4,4
1170,Female,31,Nagasaki,3,1,2,3,3,3,3,3,3,3,2,2,2,3,3,2,3
1171,Male,31,Osaka,4,2,1,2,2,3,4,2,1,3,1,2,3,3,2,2,3
1172,Female,19,Fukuoka,4,33,2,2,99,4,4,3,5,4,2,2,3,4,2,2,3
1173,Male,56,Osaka,3,33,3,3,3,4,4,3,5,4,4,4,3,4,4,4,3
1174,Male,60,Fukuoka,4,1,1,3,4,3,4,4,1,3,2,2,3,3,2,2,3
1175,Male,74,Tokyo,4,2,2,2,3,2,3,3,1,4,4,4,4,4,4,4,4
1176,Female,56,Hokkaido,2,33,1,2,3,3,3,3,3,2,2,2,99,3,2,2,99
1177,Female,32,Chiba,4,1,3,4,4,4,4,4,1,3,2,2,3,3,2,3,3
1178,Male,60,Nara,2,1,1,4,4,4,4,4,1,2,2,2,4,2,99,2,99
1179,Male,42,Akita,4,33,4,3,1,4,4,2,1,4,4,4,4,4,4,4,4
1180,Female,53,Osaka,4,6,2,2,4,4,99,2,3,4,4,4,4,4,4,4,4
1181,Female,31,Kumamoto,2,1,2,99,99,99,99,99,99,99,2,2,99,4,2,2,99
