id,gender,age,pref,education,pid,ability_1,ability_2,ability_3,ability_4,ability_5,ability_6,priority,performance1_1,performance1_2,performance1_3,performance1_4,performance1_5
1021,Male,39,Miyagi,4,1,2,3,3,4,4,2,1,3,4,2,2,2
1022,Female,22,Ehime,2,3,99,99,2,99,99,99,1,99,3,99,99,99
1023,Male,56,Osaka,2,3,1,4,1,4,4,1,1,4,4,4,4,4
1024,Male,35,Saitama,2,33,2,3,3,4,4,3,4,4,4,4,4,4
1025,Female,43,Fukuoka,4,33,2,2,2,4,3,2,4,4,4,4,4,4
1026,Male,61,Gifu,4,6,1,2,4,3,4,2,1,3,2,1,3,3
1027,Male,47,Tochigi,2,6,2,3,3,3,3,3,5,4,4,2,4,4
1028,Female,53,Kochi,4,6,2,2,99,4,4,1,1,4,99,2,99,99
1029,Male,54,Osaka,4,33,2,1,3,2,4,1,3,3,4,3,4,4
1030,Male,41,Hyogo,4,33,2,2,99,99,3,99,1,3,3,3,3,3
1031,Female,41,Chiba,4,2,3,2,3,4,4,3,11,4,4,4,4,4
1032,Female,36,Osaka,2,1,1,2,3,3,4,3,1,1,2,2,1,3
1033,Male,41,Tokyo,4,99,2,2,3,4,4,3,4,4,4,2,3,3
1034,Male,47,Aichi,4,1,1,4,4,4,4,3,1,2,3,2,2,4
1035,Female,30,Shizuoka,4,33,2,4,3,4,4,4,11,99,4,2,99,4
1036,Male,56,Fukuoka,3,1,2,2,3,2,3,2,4,2,4,99,3,3
1037,Male,54,Saitama,3,33,4,4,4,4,4,4,4,4,4,3,4,4
1038,Female,28,Aichi,4,99,99,99,99,99,99,99,5,99,99,99,99,99
1039,Male,63,Akita,2,1,1,3,3,2,4,2,3,2,99,2,99,2
1040,Male,71,Mie,2,2,3,1,2,2,3,2,3,4,4,3,4,99
1041,Male,45,Shizuoka,2,33,2,4,4,2,4,2,4,2,3,2,3,4
1042,Male,51,Saitama,4,1,1,4,2,2,4,2,1,2,3,1,2,2
1043,Female,56,Mie,4,1,2,4,3,2,3,3,1,2,2,2,2,3
1044,Female,33,Chiba,3,1,3,4,4,4,3,4,99,4,3,3,4,4
1045,Female,46,Fukuoka,4,33,99,99,99,99,99,99,99,99,4,4,4,99
1046,Female,23,Shizuoka,3,33,99,99,99,99,99,99,99,99,99,99,99,99
1047,Male,31,Hokkaido,2,1,1,1,1,1,1,1,5,1,1,2,1,1
1048,Female,49,Aichi,4,33,2,2,3,4,3,2,4,4,4,3,3,3
1049,Male,54,Tokyo,2,33,2,4,4,3,4,3,3,4,4,3,4,2
1050,Male,54,Oita,2,33,3,3,3,3,3,3,1,3,4,2,4,3
1051,Male,54,Akita,3,33,2,2,2,3,3,2,3,3,4,4,4,3
1052,Male,58,Wakayama,4,33,2,4,3,3,4,3,1,3,3,2,4,4
1053,Male,57,Mie,2,2,4,1,4,4,3,1,4,4,4,4,4,4
1054,Male,54,Osaka,4,33,4,3,4,4,2,4,11,4,4,4,4,4
1055,Female,46,Kanagawa,2,33,4,4,4,4,4,4,4,4,4,2,4,4
1056,Male,33,Aichi,2,33,3,4,3,4,4,4,1,4,3,2,3,3
1057,Male,59,Gifu,2,1,2,3,3,3,4,2,1,4,3,2,3,4
1058,Male,69,Ibaraki,4,1,2,3,3,3,4,2,3,4,4,4,4,4
1059,Male,63,Kyoto,4,6,1,4,3,4,4,2,3,3,2,2,3,2
1060,Male,38,Nagasaki,4,3,1,2,3,2,4,3,4,4,4,2,4,4
1061,Female,44,Saga,2,33,99,99,99,99,99,99,4,3,4,3,3,99
1062,Female,42,Tokyo,4,33,2,4,4,4,4,3,4,3,2,1,4,3
1063,Female,50,Aichi,4,33,3,4,4,4,4,3,4,4,4,2,3,2
1064,Male,53,Fukuoka,4,1,2,4,4,4,99,3,1,4,3,4,4,2
1065,Female,32,Shizuoka,4,33,2,4,4,4,4,2,3,99,3,3,3,99
1066,Male,51,Kyoto,4,6,3,4,4,4,4,3,1,4,4,2,4,4
1067,Female,46,Hokkaido,4,1,2,4,4,4,4,2,1,4,3,2,3,3
1068,Male,62,Mie,2,5,1,3,3,4,3,2,4,3,3,3,2,3
1069,Male,50,Miyagi,2,3,1,4,2,4,4,2,4,4,4,4,4,4
1070,Female,36,Kanagawa,3,1,2,4,4,2,4,1,1,4,4,99,4,4
1071,Female,43,Okayama,4,33,99,99,99,99,99,99,1,4,4,4,4,4
1072,Female,45,Kyoto,4,33,2,4,4,3,3,4,99,4,4,3,4,4
1073,Male,58,Hokkaido,2,4,4,3,3,2,4,2,4,4,4,3,3,4
1074,Female,25,Tokyo,4,33,4,4,4,4,4,2,4,4,3,3,3,4
1075,Female,26,Shizuoka,4,4,1,4,3,1,4,2,5,3,3,3,4,2
1076,Female,56,Tokyo,2,1,2,4,4,2,4,2,1,4,4,3,4,4
1077,Male,43,Tokyo,4,6,2,2,99,2,1,2,2,1,99,2,2,2
1078,Male,46,Aichi,2,1,99,99,99,99,99,99,4,3,4,2,4,4
1079,Female,53,Yamagata,2,6,2,4,3,4,4,2,4,4,4,2,3,99
1080,Female,20,Tokyo,4,4,99,4,4,99,4,4,1,1,1,1,1,1
1081,Male,33,Mie,2,33,2,3,3,3,4,2,4,3,3,2,3,2
1082,Female,19,Tokyo,4,99,99,99,99,99,99,99,99,99,99,99,99,99
1083,Female,47,Fukuoka,3,33,3,3,99,4,3,3,1,4,4,3,4,3
1084,Female,40,Osaka,2,99,99,99,99,99,99,3,99,99,99,3,99,99
1085,Male,53,Tokyo,4,33,1,4,4,4,4,4,99,4,3,3,2,4
1086,Male,50,Hiroshima,3,33,3,4,4,3,4,4,11,4,4,3,4,4
1087,Female,44,Nagasaki,4,2,2,3,3,2,3,3,4,3,4,4,4,3
1088,Male,46,Fukuoka,2,6,1,3,2,4,3,1,4,4,4,4,2,4
1089,Male,51,Hyogo,4,6,1,3,3,4,4,2,1,4,4,2,2,3
1090,Male,27,Yamagata,3,6,1,3,2,1,3,2,1,4,4,4,4,99
1091,Female,40,Ishikawa,2,33,2,3,3,4,4,2,4,3,3,2,3,3
1092,Female,28,Kanagawa,3,1,1,4,1,4,4,2,1,2,2,1,1,1
1093,Female,76,Yamanashi,2,33,2,4,3,4,4,2,1,3,3,2,3,3
1094,Female,39,Fukuoka,4,6,3,4,3,3,3,2,1,3,4,2,4,3
1095,Female,44,Shizuoka,4,33,1,4,2,3,3,2,4,3,3,3,3,3
1096,Male,38,Tokyo,2,6,3,4,4,4,4,3,4,2,4,1,3,3
1097,Male,49,Gifu,4,33,2,4,4,4,4,4,1,3,3,3,4,3
1098,Male,58,Chiba,2,1,1,4,2,3,4,2,3,3,4,2,2,4
1099,Male,60,Gifu,4,33,2,3,4,4,4,3,1,4,4,4,4,4
1100,Male,38,Tokyo,4,1,2,3,4,4,4,4,1,3,2,2,3,2
1101,Male,45,Tokyo,4,1,2,4,4,4,4,4,5,4,4,1,4,3
1102,Male,41,Tokyo,4,33,3,3,4,4,4,3,4,4,4,2,4,99
1103,Male,64,Fukui,4,99,2,2,4,3,3,3,1,4,4,4,4,4
1104,Female,71,Chiba,4,33,3,2,3,3,3,2,5,3,4,3,4,4
1105,Female,48,Tochigi,3,33,2,2,3,3,4,3,4,3,4,3,4,2
1106,Male,64,Shimane,4,3,2,2,2,3,4,2,4,4,3,4,4,2
1107,refuse,39,Yamaguchi,3,99,2,3,4,4,4,3,4,4,3,2,3,3
1108,Female,27,Fukuoka,3,4,2,4,4,2,4,4,1,2,2,2,2,2
1109,Female,45,Tokyo,2,33,3,3,3,3,3,3,1,2,3,2,3,2
1110,Male,38,Iwate,4,1,1,4,4,3,4,3,3,2,2,2,2,4
1111,Female,31,Aichi,2,99,2,2,2,3,3,3,4,3,4,3,3,1
1112,Male,42,Kanagawa,2,3,2,3,3,4,4,3,1,3,4,3,4,4
1113,Male,40,Saitama,4,33,3,3,3,4,4,3,1,4,4,3,4,4
1114,Female,56,Okayama,3,99,3,3,3,3,3,2,3,3,3,3,3,3
1115,Male,58,Shizuoka,4,1,1,4,3,4,4,2,3,1,1,1,1,4
1116,Female,43,Mie,3,33,4,99,99,99,99,99,1,3,3,3,3,99
1117,Female,42,Nagano,3,3,2,3,2,3,3,2,4,4,4,3,4,4
1118,Male,43,Hyogo,2,6,2,4,4,3,3,1,4,3,4,2,3,3
1119,Male,41,Akita,2,33,2,2,2,3,4,4,1,4,2,2,2,4
1120,Male,52,Nara,3,1,1,4,3,4,4,2,4,2,2,2,2,4
1121,Other,49,Chiba,3,33,2,3,3,3,3,3,4,4,3,1,3,4
1122,Female,30,Hyogo,4,6,2,4,4,3,4,4,1,2,2,2,2,2
1123,Male,36,Saitama,2,1,2,4,4,4,4,2,1,2,4,2,3,3
1124,Female,41,Shiga,4,33,2,2,99,99,99,2,1,99,3,2,2,2
1125,Male,68,Aichi,4,1,1,4,4,3,4,2,1,3,3,2,2,3
1126,Female,43,Osaka,3,1,1,4,4,2,4,1,1,3,2,2,3,4
1127,Male,59,Iwate,4,5,1,3,4,4,2,3,4,3,4,3,2,4
1128,Female,49,Osaka,2,33,2,99,99,2,99,99,1,99,99,99,99,99
1129,Male,36,Kagawa,3,1,1,3,3,2,3,2,1,2,3,2,2,99
1130,Male,59,Miyazaki,4,1,2,4,4,4,4,4,2,4,3,2,3,4
1131,Female,50,Chiba,3,5,2,2,2,2,2,2,4,2,3,2,2,2
1132,Male,32,Miyagi,2,33,3,4,4,4,4,4,1,3,3,2,3,3
1133,Male,74,Hyogo,1,1,1,4,4,1,4,3,1,4,4,2,3,2
1134,Male,45,Chiba,3,6,2,4,99,3,4,2,3,3,3,2,2,99
1135,Male,34,Aichi,4,1,2,3,3,3,4,3,3,3,4,3,3,4
1136,Male,32,Tokyo,1,33,99,99,99,99,99,99,99,99,99,99,99,99
1137,Female,26,Shiga,2,99,99,99,99,99,99,99,99,99,99,99,99,99
1138,Male,36,Aomori,2,99,2,2,2,3,2,3,1,99,3,3,3,99
1139,Male,46,Saitama,4,33,4,4,4,4,4,4,3,4,4,4,4,4
1140,Female,62,Shimane,4,33,4,3,3,4,2,2,3,4,4,4,4,4
1141,Female,56,Hokkaido,2,99,99,99,99,99,99,99,99,99,4,99,99,99
1142,Male,51,Aichi,4,5,4,3,4,4,99,4,11,4,4,3,4,4
1143,Male,69,Fukuoka,3,1,1,4,2,4,4,2,1,3,2,2,3,4
1144,Male,57,Tokyo,4,1,2,4,3,2,4,3,1,2,2,2,2,4
1145,Male,71,Hokkaido,4,2,2,4,4,4,4,3,4,3,3,3,4,4
1146,Male,60,Kanagawa,4,6,1,2,3,2,4,2,3,3,2,2,2,3
1147,Male,63,Tokyo,4,11,2,2,3,2,3,2,1,3,4,2,3,3
1148,Male,47,Hyogo,3,6,4,3,3,4,3,1,1,4,99,4,3,4
1149,Male,64,Yamagata,4,1,1,4,4,2,4,4,1,4,3,1,2,2
1150,Male,56,Tochigi,4,33,1,4,4,3,4,4,4,4,4,4,4,4
1151,Male,36,Kanagawa,4,6,1,3,4,4,4,1,1,4,2,1,3,4
1152,Female,42,Kyoto,4,33,2,2,2,2,2,2,1,3,4,4,4,4
1153,Male,47,Fukuoka,2,33,2,2,3,3,3,3,1,3,2,3,3,3
1154,Male,37,Mie,1,1,2,4,3,3,3,2,1,4,4,2,4,3
1155,Female,56,Kumamoto,2,33,2,4,4,4,4,2,4,4,4,4,4,99
1156,Female,43,Wakayama,2,33,3,4,4,4,4,4,11,4,4,99,4,4
1157,Male,51,Kochi,4,6,1,3,3,2,3,3,3,3,2,3,3,2
1158,Male,39,Tokyo,4,33,2,4,4,4,4,4,3,4,4,4,4,4
1159,Male,39,Tokyo,4,33,4,99,4,4,4,2,3,4,4,4,4,4
1160,Male,40,Kanagawa,4,1,2,3,4,3,4,2,1,3,3,1,2,2
1161,Female,32,Osaka,2,33,99,99,99,99,99,99,99,99,4,99,4,99
1162,Male,53,Tokyo,4,1,2,3,4,4,4,3,1,3,4,2,4,3
1163,Male,53,Osaka,4,6,4,4,4,4,4,1,4,4,4,4,4,4
1164,Female,45,Kanagawa,4,6,1,3,3,4,4,2,3,4,4,3,3,4
1165,Male,51,Saitama,3,1,1,3,3,3,4,3,3,2,3,2,2,4
1166,Male,45,Tokyo,4,1,1,3,99,2,4,2,1,2,3,2,2,2
1167,Female,57,Mie,2,33,99,99,99,99,99,99,3,99,99,2,3,99
1168,Male,47,Ishikawa,4,1,1,2,3,3,3,2,3,2,4,3,4,4
1169,Male,55,Kanagawa,4,33,99,4,3,3,4,2,1,3,4,99,99,4
1170,Female,42,Fukuoka,4,6,1,2,2,2,4,1,5,2,3,2,2,2
1171,refuse,41,Oita,2,99,99,99,99,99,99,99,4,4,4,4,4,4
1172,Female,44,Okinawa,4,33,2,3,3,4,4,2,3,4,4,4,4,4
1173,Female,58,Chiba,4,2,2,2,3,4,3,4,1,4,4,3,3,4
1174,Male,54,Okayama,4,33,1,3,4,3,4,3,3,2,3,2,3,4
1175,Female,46,Chiba,4,33,2,4,4,4,4,4,3,4,3,2,3,99
1176,Male,73,Shiga,4,33,2,2,3,4,3,3,4,4,4,2,3,4
1177,Male,63,Miyagi,4,33,1,4,3,3,4,2,1,2,2,2,2,2
1178,Female,60,Chiba,3,1,2,2,2,3,4,2,1,4,4,2,4,4
1179,refuse,49,Tokyo,2,99,99,4,4,4,4,4,99,4,4,99,99,99
1180,Male,53,Ishikawa,2,1,1,4,3,3,4,3,3,3,4,2,2,4
1181,Female,47,Tokyo,3,6,1,4,99,4,4,1,3,2,2,2,4,3
1182,Female,40,Fukuoka,3,99,3,3,3,3,3,2,1,3,4,2,3,3
1183,Male,46,Chiba,2,33,2,3,3,4,4,4,1,3,4,3,4,2
1184,Male,39,Tokyo,4,1,1,3,4,2,4,2,1,1,1,1,1,2
1185,Other,46,Tokyo,4,33,99,99,99,99,99,99,4,99,99,99,99,99
1186,Male,57,Nara,4,1,1,4,4,3,4,3,1,3,4,3,3,3
1187,Female,48,Tokyo,3,5,2,2,4,4,4,4,3,4,4,3,4,4
1188,Female,35,Fukui,2,33,2,99,99,99,99,99,1,99,99,2,3,99
1189,Male,58,Shizuoka,4,6,2,99,99,99,3,2,99,99,3,3,99,99
1190,Male,42,Nagano,3,6,1,4,3,2,4,2,1,3,2,1,2,1
1191,Female,33,Hokkaido,3,99,2,99,99,99,2,2,3,4,4,2,4,4
1192,Female,47,Saitama,3,33,3,2,2,3,3,2,1,3,4,2,4,99
1193,Male,40,Saitama,4,2,1,2,2,2,3,2,1,2,4,2,4,2
1194,Male,37,Fukuoka,4,33,3,3,3,4,4,3,4,4,4,4,4,3
1195,Female,31,Hyogo,2,3,4,4,2,4,4,99,1,4,4,99,4,99
1196,Male,36,Aichi,4,33,2,4,3,4,4,2,1,2,4,3,2,2
1197,Male,30,Tokyo,4,1,1,2,3,2,4,3,1,2,3,2,3,4
1198,Female,61,Tokyo,4,33,4,1,2,3,3,3,3,4,3,2,2,4
1199,Male,40,Yamagata,2,33,1,4,4,4,4,4,1,3,4,3,3,3
1200,Male,59,Kyoto,4,1,2,4,4,3,4,4,3,2,2,2,2,4
1201,Male,43,Gifu,2,33,1,2,2,4,4,2,1,2,3,2,3,3
1202,Male,56,Aichi,2,1,1,4,4,3,4,2,1,2,2,3,4,4
1203,Female,39,Osaka,4,6,2,4,4,4,4,2,4,99,99,2,99,99
1204,Female,34,Tokyo,4,5,99,99,99,99,99,99,3,4,2,4,2,4
1205,Female,47,Osaka,4,33,3,4,4,4,4,4,1,4,4,4,4,4
1206,Male,52,Ehime,3,1,1,3,3,3,4,2,1,3,3,2,2,3
1207,Male,32,Osaka,2,3,2,3,4,4,4,3,4,2,4,2,4,3
1208,Male,64,Wakayama,4,1,1,4,4,3,4,3,1,2,2,2,2,2
1209,Male,64,Tokyo,4,33,2,2,3,3,3,3,1,3,2,2,2,3
1210,Female,32,Okayama,4,4,2,2,2,2,2,2,3,2,2,2,2,2
1211,Female,41,Hyogo,3,33,1,4,4,4,4,2,1,4,4,2,3,4
1212,Male,35,Osaka,4,5,99,99,99,99,1,99,99,99,99,99,99,99
1213,Female,33,Aichi,2,99,99,99,99,99,99,99,99,99,99,99,99,99
1214,Male,44,Kagoshima,3,33,1,4,4,3,4,4,3,3,4,3,4,3
1215,Male,46,Chiba,4,6,2,2,4,4,4,2,4,4,4,1,4,4
1216,Female,58,Kanagawa,3,1,1,3,4,3,4,2,5,3,3,4,4,3
1217,Male,39,Hyogo,4,1,2,4,4,4,4,3,1,2,3,2,2,3
1218,Male,37,Shizuoka,4,33,2,4,4,3,4,4,3,2,2,2,2,2
1219,Male,47,Miyagi,4,6,4,4,3,3,3,2,4,4,3,4,2,99
1220,Female,52,Osaka,2,6,1,3,4,4,4,2,1,4,4,3,4,4
1221,Female,61,Saitama,4,1,1,4,3,3,4,3,1,3,3,3,4,4
1222,Male,43,Tokyo,2,1,2,4,4,3,4,2,3,2,4,4,4,2
1223,Male,45,Saitama,3,1,1,4,4,4,4,2,1,4,3,2,4,1
1224,Male,49,Tokyo,4,1,2,4,3,3,3,2,3,4,4,1,3,4
1225,Female,53,Tokyo,4,11,2,4,4,4,4,4,3,3,3,3,3,4
1226,Female,21,Hiroshima,4,33,3,4,4,3,4,3,4,3,4,4,4,4
1227,Male,59,Hyogo,4,1,1,3,4,2,4,3,1,99,4,4,3,99
1228,Male,57,Tokyo,4,33,3,3,4,3,4,2,3,4,4,4,4,4
1229,Male,63,Tokyo,4,6,2,2,3,3,4,3,3,4,4,4,4,4
1230,Female,51,Okayama,3,6,4,4,4,4,3,2,4,4,4,4,4,99
1231,Male,52,Tokyo,2,33,99,4,4,4,4,4,4,4,4,2,4,4
1232,Male,35,Fukushima,2,33,2,4,3,3,4,99,4,3,4,2,4,2
1233,Female,68,Fukuoka,3,1,2,4,3,3,4,2,4,3,4,2,2,4
1234,Female,33,Okayama,3,33,4,4,4,4,4,99,3,4,4,4,4,4
1235,Male,50,Tokyo,2,33,2,4,2,99,4,2,1,2,2,1,4,4
1236,Male,71,Hiroshima,4,1,2,2,3,3,4,3,1,4,4,2,4,99
1237,Male,53,Ibaraki,3,99,2,3,3,2,3,3,5,4,4,2,3,4
1238,Female,43,Okayama,2,33,99,99,99,99,99,99,1,4,99,99,99,99
1239,Male,54,Chiba,1,33,3,3,4,4,4,1,4,4,4,2,2,3
1240,Male,48,Tokyo,4,5,3,4,3,2,2,3,4,4,3,2,4,4
1241,Male,41,Nagasaki,4,5,1,1,4,3,3,1,4,4,4,4,4,4
1242,Female,50,Aichi,2,33,99,99,99,4,99,99,4,3,4,3,4,4
1243,Female,49,Hyogo,3,33,2,4,3,4,4,3,3,4,3,4,3,4
1244,Female,68,Kanagawa,3,1,1,3,2,2,3,2,1,2,3,2,2,2
1245,refuse,46,Aichi,4,99,2,4,3,4,4,3,4,4,4,3,4,99
1246,Female,38,Ehime,4,11,2,3,3,3,4,3,4,4,4,99,4,99
1247,Male,50,Miyagi,1,33,3,3,3,3,3,3,99,3,3,3,3,3
1248,Male,34,Ibaraki,2,99,1,3,4,3,4,2,1,3,4,3,3,4
1249,Male,49,Chiba,4,33,2,4,4,2,4,3,1,3,4,2,3,4
1250,Female,57,Hiroshima,3,33,99,99,99,99,99,99,99,99,99,99,99,99
1251,Female,56,Osaka,2,99,3,4,4,4,4,3,1,3,4,99,4,99
1252,Male,44,Tokyo,4,1,1,4,3,3,4,2,1,2,2,2,2,2
1253,Female,40,Saitama,3,99,99,99,99,99,99,99,1,4,4,4,4,4
1254,Female,43,Yamaguchi,3,33,2,3,2,2,3,3,1,3,4,2,4,99
1255,Male,53,Hiroshima,3,1,1,3,3,3,4,2,3,2,3,2,4,2
1256,Female,71,Yamagata,2,1,1,4,4,2,4,4,1,2,3,1,3,3
1257,Male,66,Hokkaido,4,33,1,4,4,4,4,4,5,2,3,4,4,3
1258,Female,25,Miyagi,2,33,99,99,99,99,99,99,4,99,4,2,99,4
1259,Male,57,Tokyo,4,1,1,3,99,3,4,2,2,99,99,2,2,99
1260,Male,53,Aichi,4,33,1,4,3,4,4,3,1,3,4,2,3,2
1261,Male,44,Kyoto,4,6,2,4,4,2,4,1,3,2,3,2,2,3
1262,Male,20,Saitama,4,99,3,99,99,99,99,99,1,4,4,3,4,4
1263,Male,72,Okayama,2,1,1,4,4,3,4,3,1,3,3,2,3,4
1264,Female,20,Tokyo,4,1,1,4,4,2,99,4,3,4,3,3,3,3
1265,Female,47,Chiba,3,5,4,3,4,4,2,2,1,4,4,4,1,4
1266,refuse,57,Niigata,2,33,99,99,99,99,99,99,99,99,99,99,99,99
1267,Female,46,Iwate,4,6,2,2,2,3,4,3,3,4,4,2,4,3
1268,Female,49,Kanagawa,2,33,4,99,99,99,99,99,4,4,99,99,4,4
1269,refuse,32,Saitama,4,99,99,99,99,99,99,99,99,2,2,2,2,2
1270,Female,43,Osaka,3,6,1,4,99,4,4,2,4,99,4,2,2,4
1271,Male,51,Miyazaki,4,33,3,3,4,3,4,4,4,3,4,3,4,2
1272,Female,51,Chiba,3,11,2,3,3,3,3,3,1,3,3,2,3,3
1273,Male,43,Aomori,4,33,2,4,4,4,4,4,1,4,4,4,4,4
1274,Male,58,Shizuoka,4,33,4,2,2,4,4,2,4,4,4,3,4,4
1275,Female,30,Hokkaido,3,2,2,3,3,3,4,3,4,4,4,3,4,4
1276,Female,55,Fukuoka,2,3,2,3,2,3,4,2,1,4,4,2,3,4
1277,Male,19,Ibaraki,4,2,99,3,4,4,4,3,4,3,3,2,4,3
1278,Male,41,Hyogo,4,1,1,4,4,3,4,3,1,4,4,1,4,2
1279,Female,21,Kagoshima,3,2,3,1,3,2,3,2,1,2,3,3,2,3
1280,Female,52,Toyama,3,1,1,3,3,2,4,3,3,3,3,2,3,3
1281,Female,55,Aichi,4,5,2,2,3,3,2,2,4,4,3,2,4,4
1282,Male,52,Toyama,3,33,1,3,3,3,4,3,1,3,2,2,3,3
1283,Male,87,Osaka,3,6,2,4,4,4,4,2,3,3,3,3,3,4
1284,Male,59,Kyoto,4,33,2,4,4,4,4,4,1,4,4,4,4,4
1285,Male,40,Tokyo,4,99,3,4,3,4,4,2,99,3,3,3,3,3
1286,Male,41,Hyogo,4,1,1,4,4,2,99,3,1,99,2,1,3,99
1287,Female,46,Tokyo,3,33,2,3,99,3,3,99,1,3,3,3,3,3
1288,Female,52,Nagano,3,2,2,3,3,3,3,2,3,4,4,99,3,4
1289,Male,54,Osaka,4,6,1,4,4,4,4,3,1,3,2,1,3,2
1290,Male,63,Chiba,4,33,2,3,4,2,4,2,3,4,3,3,4,4
1291,Female,31,Hokkaido,2,1,99,99,99,99,99,99,99,99,99,99,99,99
1292,Female,38,Ehime,3,33,3,99,99,3,99,99,1,99,4,1,2,99
1293,Female,57,Osaka,3,6,2,3,3,3,3,3,3,3,3,3,3,3
1294,Female,60,Fukuoka,3,6,1,4,4,4,4,2,1,4,3,3,3,3
1295,Female,48,Tokyo,3,1,1,4,4,4,4,4,1,2,2,2,2,99
1296,Male,60,Tokyo,4,1,2,4,4,4,4,4,1,2,4,2,4,2
1297,Female,39,Aichi,3,11,2,99,99,3,3,99,4,4,4,4,4,4
1298,Female,36,Tokyo,1,33,4,4,4,4,4,4,4,4,4,3,4,99
1299,Male,49,Toyama,3,99,99,99,99,99,99,99,99,99,99,99,99,99
1300,Male,22,Hyogo,4,1,1,4,2,4,4,2,1,2,4,1,1,2
1301,Male,49,Ishikawa,3,6,2,3,4,3,4,2,3,3,2,2,2,2
1302,Male,27,Miyagi,4,1,2,4,3,3,3,2,3,3,3,1,2,3
1303,Female,47,Yamanashi,3,5,3,1,3,2,2,2,4,4,4,4,4,4
1304,Male,35,Saitama,4,33,3,3,3,3,3,2,1,2,3,3,3,3
1305,Female,30,Tochigi,2,33,3,3,3,3,3,2,3,3,3,2,4,3
1306,Male,65,Hyogo,4,6,2,4,3,4,4,2,1,1,2,1,1,2
1307,Male,50,Okayama,3,1,1,4,4,4,4,4,1,2,2,1,3,2
1308,Male,43,Kanagawa,3,1,1,4,4,2,4,4,1,4,3,3,4,4
1309,Male,40,Fukushima,3,6,2,3,4,2,3,3,1,3,3,3,3,2
1310,Female,59,Kanagawa,2,33,2,2,2,2,2,2,1,99,4,2,2,99
1311,Male,57,Hyogo,4,33,2,3,3,3,99,2,1,4,3,2,3,4
1312,Male,59,Niigata,2,1,1,4,4,1,4,4,1,4,4,2,1,4
1313,Male,71,Hiroshima,1,99,99,99,99,99,99,99,99,99,99,4,99,99
1314,Female,62,Kumamoto,3,99,2,3,3,3,3,3,1,3,4,1,2,3
1315,Male,62,Kanagawa,4,33,2,2,2,2,2,2,4,3,4,4,4,3
1316,Male,49,Osaka,2,6,2,4,4,3,3,3,3,4,4,2,3,4
1317,Male,62,Aichi,4,5,2,4,3,3,2,3,1,4,4,4,4,4
1318,Male,39,Saitama,4,2,2,2,4,4,4,2,4,99,3,3,4,3
1319,Female,46,Fukuoka,4,3,1,2,2,3,4,2,1,2,3,2,3,3
1320,Male,60,Ehime,4,2,4,2,4,4,4,4,3,4,4,4,4,4
1321,Female,28,Kanagawa,4,3,2,4,3,3,4,2,1,2,2,1,2,2
1322,Female,30,Tokyo,4,33,3,3,3,3,3,3,4,4,4,3,4,4
1323,Female,50,Osaka,4,33,1,3,3,3,4,3,1,3,3,3,3,2
1324,Female,61,Osaka,4,33,2,99,99,3,3,3,99,2,2,2,2,3
1325,Male,45,Tokyo,2,33,2,4,4,2,4,4,1,4,3,3,3,3
1326,Female,29,Kanagawa,4,33,2,3,99,3,3,99,1,3,4,99,3,4
1327,refuse,49,Ibaraki,2,99,99,99,99,99,99,99,99,99,99,99,99,99
1328,Male,54,Yamaguchi,4,1,2,3,4,2,4,3,1,3,4,2,3,4
1329,Female,71,Nara,2,33,2,2,3,2,3,2,1,2,4,3,3,3
1330,Female,34,Hyogo,2,1,1,99,1,4,2,3,4,1,1,2,2,1
1331,Male,49,Kanagawa,4,1,1,4,4,4,4,2,1,2,3,1,3,3
1332,Male,46,Okinawa,3,6,2,3,3,2,4,2,1,2,3,2,2,3
1333,Male,72,Aomori,2,2,1,2,4,2,4,3,4,4,4,4,2,4
1334,Male,57,Kanagawa,4,4,1,3,3,2,4,3,4,2,3,1,2,4
1335,Male,55,Osaka,4,6,1,4,3,3,4,2,1,1,2,2,2,99
1336,Male,49,Niigata,4,33,1,4,4,3,4,2,3,3,4,4,4,4
1337,Male,37,Tokyo,4,33,4,4,4,4,4,3,1,4,4,4,4,4
1338,Male,46,Miyazaki,2,33,3,2,99,99,99,2,3,3,3,4,3,4
1339,Male,40,Chiba,3,6,2,3,3,2,3,2,5,4,4,2,4,4
1340,Female,50,Tochigi,4,4,2,2,1,2,2,2,5,3,3,2,2,2
1341,Female,35,Shizuoka,4,1,1,3,3,3,3,3,1,3,3,3,3,4
1342,Male,54,Saitama,4,1,2,3,4,4,4,3,1,3,2,3,3,2
1343,Male,56,Mie,2,1,1,4,4,4,4,4,4,2,2,1,1,2
1344,Male,65,Shizuoka,2,33,1,3,3,1,3,3,1,2,3,2,3,3
1345,Female,48,Ishikawa,2,33,4,3,3,4,3,2,4,4,4,3,4,4
1346,Male,38,Aichi,4,33,1,4,99,2,4,99,1,3,3,1,3,99
1347,Male,61,Kanagawa,4,3,2,2,2,4,4,1,1,4,3,3,3,4
1348,Female,40,Osaka,2,6,4,3,3,4,3,1,4,2,2,3,3,3
1349,Male,48,Chiba,2,33,4,4,4,4,4,4,1,4,4,4,4,4
1350,Male,37,Niigata,3,33,99,99,99,99,99,99,99,99,99,99,99,99
1351,Male,45,Osaka,2,33,1,4,4,2,4,2,4,3,4,3,4,4
1352,Female,46,Kanagawa,2,33,4,4,4,4,4,4,1,99,99,1,2,99
